item_code,item_name,order_frequency,total_qty,avg_qty_per_order,std_qty,demand_cv,days_ordered,avg_basket_size,box_length,box_width,box_height,box_volume,item_volume
10014074001,德國卡麥隆黑麥汁330ml,27,354,12.206896551724139,11.505834887273584,0.9425683947201523,17,14.275862068965518,41.0,28.0,12.0,13776.0,574.0
10014075001,卡麥隆石榴黑麥汁330ml 卡麥隆石榴黑麥,1,6,6.0,0.0,0.0,1,8.0,41.0,28.0,12.0,13776.0,574.0
10014076001,德國卡麥隆檸檬黑麥汁330ml 德國卡麥隆檸檬,16,246,12.947368421052632,7.0037583895325355,0.5409406886224316,8,7.473684210526316,40.0,28.0,12.0,13440.0,560.0
10014080001,樹頂100蔓越莓綜合果汁200ml,29,222,7.655172413793103,3.8939134012397707,0.5086643632250151,16,15.689655172413794,41.0,27.0,16.0,17712.0,738.0
10014081001,樹頂100石榴莓綜合果汁200ml,3,18,6.0,0.0,0.0,2,13.333333333333334,41.0,27.0,16.0,17712.0,738.0
10014083001,黑松桂花烏梅汁 900ml,122,383,3.064,1.937507544210078,0.632345804246109,15,10.304,31.0,23.0,26.0,18538.0,1544.8
10014086001,酷椰嶼100純椰子汁350ml,28,380,13.10344827586207,13.68613695779734,1.0444683467792706,14,11.413793103448276,40.0,27.0,23.0,24840.0,1035.0
10014090001,波蜜多果汁TP250ml,340,9180,26.76384839650146,14.161544143029067,0.5291295905292995,21,11.886297376093294,35.0,20.0,11.0,7700.0,320.8
10014092001,美粒果白葡萄加蘆薈Pet1250ml,74,275,3.7162162162162162,4.7557327202056685,1.2797244410735253,21,13.824324324324325,37.0,26.0,28.0,26936.0,2244.7
10014097001,老北京酸梅湯Pet900ml,6,36,6.0,9.011104260855047,1.5018507101425078,6,17.666666666666668,30.0,23.0,24.0,16560.0,1380.0
10014101001,義美酸梅湯250ml 義美酸梅湯250,22,318,14.454545454545455,8.61740913846733,0.5961729592650354,12,16.863636363636363,35.0,20.0,11.0,7700.0,320.8
